,away_team.statistics.fumbles.team.lost,away_team.statistics.kickoffs.team.ret,away_team.statistics.fourth_down_efficiency.team.att,away_team.statistics.passing.team.rating,home_team.statistics.kickoffs.team.kicks,home_team.statistics.fourth_down_efficiency.team.att,home_team.statistics.passing.team.rating
1109,0,2,3,106.3,5,1,94.6
1106,1,5,0,97.3,4,0,99.0
1108,0,0,0,98.4,6,0,127.2
1104,0,3,0,81.5,5,2,95.5
1103,0,3,1,70.9,3,0,57.0
1102,0,2,1,74.7,3,5,67.7
1105,0,1,1,63.3,6,1,98.7
1110,0,2,0,89.3,3,1,65.8
1111,0,1,1,114.6,4,0,97.4
1112,0,1,3,61.2,6,0,109.8
1113,1,2,2,100.6,8,1,145.8
1114,1,0,2,81.5,6,2,117.0
1115,0,2,1,80.6,4,2,82.5
1116,0,1,2,120.7,6,0,108.9
1117,0,2,0,141.1,2,4,67.4
1125,0,1,2,80.7,7,1,106.1
1124,0,1,1,89.6,5,1,114.6
1123,0,2,0,126.4,4,3,72.8
1120,1,5,2,94.1,6,0,130.6
1121,0,0,0,116.2,4,2,45.6
1119,1,1,1,100.3,8,2,146.8
1118,2,3,1,78.7,5,2,84.7
1122,1,2,0,115.4,3,2,87.5
1126,1,2,1,38.8,4,0,106.3
1127,1,2,1,86.3,7,0,97.7
1128,0,3,1,89.3,4,0,115.2
1129,0,0,1,79.7,7,1,125.6
1130,0,3,1,116.7,4,1,75.5
1131,2,4,0,108.3,5,0,90.1
1139,0,1,5,58.2,8,0,130.0
1137,0,1,0,61.8,3,2,37.9
1138,1,2,2,97.6,4,2,108.9
1136,0,2,0,111.3,3,0,63.3
1134,0,1,0,63.1,6,2,114.3
1133,1,1,2,125.0,6,1,90.0
1132,0,3,0,42.4,5,0,97.5
1135,0,2,1,43.9,7,2,93.5
1140,1,1,0,55.8,7,0,97.3
1141,0,0,1,93.8,4,0,79.8
1142,0,2,3,69.9,6,1,95.4
1143,1,0,0,77.6,6,1,105.3
1144,1,1,1,57.9,9,1,93.4
1145,1,6,1,147.8,3,2,37.7
1146,0,3,3,49.1,4,1,95.7
1155,0,4,0,112.2,3,1,38.4
1154,0,2,0,58.9,4,1,68.4
1153,0,2,1,92.2,5,0,64.3
1152,1,3,1,106.5,5,1,91.8
1151,2,2,0,60.8,4,0,125.3
1150,2,2,2,94.2,4,0,44.5
1149,0,4,1,116.0,6,3,86.7
1148,0,3,1,37.8,4,0,100.1
1147,2,2,1,57.2,7,1,54.6
1156,0,1,1,75.5,4,1,84.3
1157,0,0,2,48.5,6,0,82.9
1158,0,6,0,118.3,3,0,54.4
1159,1,2,1,43.7,7,1,142.7
1160,1,2,2,45.4,3,2,78.4
1161,0,3,0,92.1,5,1,116.8
1162,0,2,4,64.8,5,1,122.1
1163,0,4,0,126.2,4,3,51.5
1171,0,3,1,81.8,7,1,101.1
1170,0,4,1,87.0,6,0,81.7
1169,0,5,0,93.1,5,1,60.3
1165,1,1,0,71.8,4,0,115.3
1167,2,2,1,67.9,4,2,56.1
1166,0,4,1,125.6,3,1,84.5
1164,0,5,3,52.7,6,0,83.5
1168,0,2,1,36.6,6,1,63.1
1172,1,0,0,95.9,8,0,144.4
1173,1,6,1,127.9,7,1,110.2
1174,1,4,0,81.7,4,1,86.2
1175,0,2,1,68.2,2,1,73.1
1176,1,3,1,55.3,7,0,99.0
1177,0,2,0,101.2,5,1,77.9
1178,0,2,2,61.3,5,1,73.4
1185,0,3,1,104.1,4,1,62.8
1184,0,2,2,78.4,5,1,84.7
1183,2,4,3,110.6,7,0,133.2
1181,1,0,3,13.9,8,0,119.9
1180,0,3,0,87.2,6,2,118.4
1179,0,2,0,121.8,5,4,44.5
1182,0,0,1,68.7,9,0,113.7
1186,1,2,1,92.3,6,0,119.9
1187,1,3,0,107.6,6,2,117.8
1188,1,4,1,101.9,4,1,35.1
1189,0,0,0,85.1,6,0,104.9
1190,0,0,1,84.2,4,0,79.1
1191,0,3,1,81.8,6,0,103.0
1192,2,1,2,43.1,7,0,95.1
1193,1,3,2,63.7,7,0,149.2
0,1,3,0,148.6,6,2,70.0
2,0,1,1,56.3,4,0,92.0
1,0,3,0,116.1,4,2,86.8
8,0,1,0,71.0,1,1,28.4
7,0,1,0,95.0,4,2,85.7
3,1,4,0,96.8,4,1,72.9
5,0,1,1,86.4,2,1,62.7
4,0,1,1,114.3,5,0,78.9
6,1,3,1,53.1,6,1,113.1
9,1,2,1,41.7,9,0,118.5
11,1,0,0,69.7,4,0,86.5
10,1,0,0,87.3,2,4,70.3
12,0,2,1,78.8,6,0,90.5
13,0,4,0,104.7,7,0,143.0
14,0,1,2,99.6,5,0,94.2
15,0,2,0,75.9,4,2,76.4
16,0,0,2,79.6,4,0,83.9
17,2,0,2,76.3,6,0,88.6
18,1,0,2,39.9,5,0,97.3
19,1,2,3,64.3,7,0,104.8
20,0,5,0,139.6,5,2,99.9
21,1,3,0,83.0,6,0,113.8
22,0,4,0,78.5,4,0,63.7
23,0,3,1,82.2,4,0,60.2
24,0,4,1,98.9,4,0,110.6
25,2,3,0,114.2,8,0,136.6
27,0,3,0,97.6,5,1,89.9
28,0,1,5,68.6,7,0,116.0
26,0,2,0,48.2,4,1,80.9
29,1,2,3,90.7,7,0,108.0
30,1,1,1,117.6,3,2,87.9
31,2,3,0,145.8,8,3,98.0
32,1,1,1,39.3,9,2,123.0
41,2,3,0,82.7,3,0,74.2
40,0,0,0,50.1,6,0,120.0
39,0,1,0,77.6,7,0,80.2
36,0,0,3,59.5,5,0,126.3
37,0,2,0,90.6,6,0,146.2
38,0,1,0,80.0,7,0,142.1
35,0,3,2,100.1,5,3,92.9
34,0,2,2,58.2,7,0,126.0
33,0,1,0,131.4,4,0,35.4
42,0,2,2,110.3,7,0,104.3
43,0,3,1,128.1,2,0,37.2
44,1,0,0,124.1,6,0,102.6
45,1,0,2,52.9,6,0,150.7
46,0,2,0,141.7,4,1,94.5
47,2,0,2,67.5,6,1,127.9
48,0,2,2,104.5,1,1,71.1
56,0,3,0,98.7,6,2,93.8
55,1,1,0,28.5,11,1,125.0
54,0,3,0,81.3,2,1,76.9
52,0,1,0,52.1,6,1,82.2
51,0,4,0,79.3,3,2,64.6
49,1,5,0,146.0,2,2,52.0
53,1,1,0,130.8,6,2,104.6
50,0,3,0,106.7,4,2,61.8
57,0,2,1,91.2,5,1,113.0
58,0,0,1,91.1,4,0,105.9
59,0,0,1,54.3,6,0,83.5
60,0,1,3,79.3,5,0,94.9
61,1,1,0,67.7,9,1,107.5
62,1,2,1,116.7,6,0,104.9
63,1,1,0,94.1,3,0,86.7
71,0,0,2,101.1,6,0,82.2
70,0,1,0,141.8,5,1,103.2
69,2,2,0,85.5,4,0,50.2
64,0,0,0,101.3,3,2,85.5
67,1,0,3,90.2,7,0,128.3
65,0,3,0,63.6,5,0,77.1
68,0,6,0,79.5,4,1,83.7
66,0,2,0,48.2,4,0,37.8
73,0,1,0,98.6,4,1,82.1
72,0,2,0,63.3,3,1,48.9
74,1,1,1,122.9,6,3,105.2
75,0,2,0,130.2,5,1,119.8
76,0,4,0,92.7,3,1,80.0
77,1,3,1,110.7,6,3,48.5
84,0,2,0,38.1,6,0,103.4
83,0,1,3,42.1,6,1,78.7
82,2,2,1,62.3,9,1,77.9
79,0,0,2,65.8,6,0,102.3
78,0,2,3,76.7,4,1,86.4
80,2,5,0,118.3,7,1,48.8
81,1,3,0,80.7,4,3,84.9
85,0,1,3,94.4,7,1,139.4
86,1,0,0,86.2,4,1,83.2
87,1,3,2,100.2,3,1,67.5
88,0,2,0,97.4,5,2,88.6
89,0,2,0,95.9,3,2,71.1
90,1,2,1,82.3,9,1,99.2
91,0,1,0,127.3,5,1,101.2
92,1,0,1,54.9,4,0,101.8
93,2,2,0,112.3,7,0,96.5
99,1,1,1,78.4,4,2,42.1
98,2,3,1,120.9,1,3,74.2
94,0,1,2,39.6,7,0,75.8
96,1,2,0,108.4,6,0,108.6
95,0,1,1,88.2,8,0,67.7
97,0,2,1,84.4,4,0,39.9
100,0,4,1,128.0,3,2,76.1
101,2,0,2,74.3,4,1,105.1
102,0,1,2,63.2,7,3,123.4
103,1,1,1,121.1,2,1,65.5
104,0,1,3,99.7,6,0,121.2
105,0,1,1,110.7,7,0,126.3
106,0,1,2,47.2,8,0,104.5
107,0,3,0,88.1,4,1,68.1
110,0,1,0,66.4,2,1,49.2
111,0,0,0,46.9,7,1,84.2
112,2,3,0,113.3,5,1,119.3
113,0,3,1,76.0,6,1,95.4
114,0,2,1,46.9,5,0,111.2
108,0,2,1,86.8,5,0,108.8
109,2,0,2,71.2,7,1,101.6
115,0,2,1,106.9,8,0,123.2
116,1,3,1,82.2,5,1,83.6
117,1,1,0,87.7,6,2,91.3
118,2,3,1,43.5,8,0,62.2
119,3,2,1,108.9,7,0,106.3
120,0,0,3,95.6,5,2,71.0
126,1,0,0,122.6,3,1,66.4
125,0,1,0,79.9,6,1,91.9
121,0,2,1,53.4,9,4,124.1
123,0,2,1,146.8,4,0,76.6
122,0,1,4,75.7,5,0,100.0
124,1,3,0,78.7,6,0,131.9
128,1,2,0,91.7,3,0,70.3
127,1,4,0,80.0,3,2,57.1
129,0,0,1,102.9,5,0,106.8
130,1,2,0,99.3,5,1,121.3
131,1,7,0,132.4,2,2,86.0
132,0,1,0,111.2,5,3,75.9
140,0,6,1,110.8,4,1,97.0
138,1,0,4,70.5,7,0,118.9
139,0,0,0,92.9,4,0,99.7
136,2,3,1,100.3,4,0,72.5
135,1,0,2,77.1,5,0,64.2
134,0,4,0,117.0,7,5,78.7
133,1,3,2,92.8,3,1,66.8
137,1,2,0,82.6,4,2,60.3
141,2,2,1,55.4,8,1,125.0
142,2,1,1,82.1,6,1,104.8
143,1,1,3,113.9,6,1,123.4
144,0,7,3,126.3,5,0,72.9
145,0,4,1,82.4,8,0,120.4
146,0,1,2,63.7,9,1,115.0
154,0,2,1,90.9,1,4,43.6
152,0,4,0,100.6,5,1,73.4
153,0,2,1,92.4,6,0,97.1
150,0,4,2,132.6,7,1,106.3
147,1,4,1,81.8,2,1,51.4
149,0,1,1,49.8,4,3,58.2
148,1,5,0,120.2,5,1,88.1
151,1,0,1,79.2,5,1,100.8
155,1,1,2,39.9,10,0,108.4
157,0,0,0,117.3,4,2,70.9
156,0,1,0,132.0,2,4,68.2
158,0,5,1,95.9,4,1,28.8
159,1,5,0,115.5,7,2,84.8
160,0,1,0,121.8,6,1,86.6
161,0,4,1,149.1,2,0,60.6
162,0,2,2,44.2,5,1,93.8
168,0,1,3,83.9,7,0,111.3
167,0,0,0,69.4,5,0,79.1
169,0,5,2,80.0,6,0,125.7
164,0,2,1,59.8,6,0,109.4
163,0,0,2,38.3,6,4,109.8
165,1,2,3,70.1,6,2,114.1
166,0,3,0,94.5,3,1,76.0
170,0,0,0,86.4,3,1,72.8
171,0,4,1,101.8,7,0,94.3
172,0,1,1,79.5,4,0,136.3
173,2,2,1,57.6,7,0,83.3
174,0,2,1,134.3,5,1,106.8
175,1,2,0,57.5,6,2,75.7
176,2,0,1,84.4,7,1,93.4
185,0,1,0,82.4,3,0,117.2
184,1,4,0,112.8,5,0,48.3
183,0,2,4,56.9,7,1,122.2
181,0,2,1,135.9,8,1,109.8
180,0,0,1,84.1,5,1,98.1
182,0,3,1,30.5,6,0,74.3
179,1,3,0,90.7,8,0,105.0
177,0,3,0,82.4,2,3,40.7
178,0,2,0,120.4,4,1,72.9
186,1,3,1,66.5,5,1,103.2
189,0,2,1,96.2,4,0,62.1
188,1,0,2,103.7,6,1,106.1
187,2,3,0,89.3,5,3,95.5
190,1,2,4,86.2,5,0,118.6
191,0,2,1,88.5,5,0,96.3
192,0,2,1,103.4,5,0,55.2
199,0,2,3,111.2,4,0,99.4
197,1,1,1,60.1,7,0,71.7
200,0,5,2,112.4,2,2,61.5
195,1,3,0,91.4,4,0,86.0
194,0,3,4,72.0,2,2,57.3
193,1,3,1,75.9,6,0,64.9
196,0,4,0,137.1,3,0,68.0
198,0,0,0,92.2,4,2,89.6
201,0,1,2,68.6,7,0,95.5
202,1,0,1,26.5,6,1,90.8
203,0,2,2,39.6,5,0,85.1
204,0,4,2,94.6,6,0,110.9
205,0,3,1,76.9,7,0,123.7
206,0,6,0,88.9,9,0,99.7
207,0,3,0,59.5,6,1,112.1
208,0,0,3,108.0,4,1,71.3
209,0,3,1,66.8,5,0,115.3
210,1,3,2,49.2,7,1,120.3
213,0,2,1,49.0,6,1,101.7
212,0,5,1,115.8,6,1,98.1
218,0,3,2,47.5,5,1,94.6
217,1,2,3,71.5,6,0,128.0
211,1,4,3,43.6,5,0,116.8
215,0,2,0,48.9,8,0,143.8
214,0,0,3,33.6,7,0,116.0
216,0,3,1,90.2,2,1,41.0
219,0,6,3,89.8,3,0,71.8
220,1,4,1,110.8,7,0,106.8
221,0,5,1,87.6,5,0,110.6
222,0,4,2,59.5,4,0,84.4
223,0,2,0,87.0,4,0,130.5
224,0,0,2,79.7,6,1,109.2
225,0,5,0,85.3,1,4,30.2
228,1,3,2,115.4,6,1,67.8
229,0,0,0,86.5,2,1,49.6
230,0,2,2,78.9,8,1,106.8
231,1,2,2,84.0,6,1,97.2
232,2,3,2,83.9,8,1,96.5
233,0,2,2,69.1,6,0,79.1
234,1,2,1,41.7,4,1,87.8
226,3,6,0,131.1,6,1,63.0
227,2,2,2,60.5,6,0,94.3
235,0,2,2,75.6,8,0,102.4
237,1,0,4,57.9,5,0,74.7
236,0,2,0,107.8,5,1,51.2
238,0,2,0,111.3,2,1,59.2
239,3,0,2,48.1,4,2,59.4
718,0,2,1,57.4,4,0,53.5
720,0,1,0,67.2,5,2,67.8
725,1,2,0,109.7,6,0,93.2
724,0,2,2,37.2,6,1,89.9
719,0,1,1,17.1,9,0,113.9
722,0,3,0,156.3,7,1,129.5
723,1,0,0,45.1,5,1,95.1
721,1,1,1,62.9,6,1,102.2
726,0,2,0,127.5,6,1,103.7
727,1,0,1,81.1,4,0,82.4
728,1,0,0,92.7,6,0,84.2
729,1,0,1,118.1,2,1,57.6
730,1,3,2,77.2,5,1,110.3
731,1,0,3,116.8,4,2,39.4
732,0,0,0,97.2,4,0,62.8
733,1,3,4,76.0,7,0,107.7
741,0,1,2,94.6,5,0,114.6
740,2,0,0,123.1,4,0,74.6
739,0,0,0,107.6,5,2,125.4
737,2,1,5,98.8,5,0,144.4
735,0,2,1,105.3,6,0,116.1
734,0,2,0,143.2,5,0,63.3
738,1,4,0,154.8,6,2,104.3
736,0,1,0,77.2,4,2,88.3
742,1,5,1,101.7,7,0,118.4
743,0,1,1,53.0,5,3,108.1
744,1,3,0,106.1,6,0,111.0
745,0,0,1,114.6,5,1,61.8
746,1,0,2,98.6,5,1,95.4
747,1,2,0,86.1,5,1,83.0
748,1,1,1,38.2,5,0,74.2
750,0,3,1,120.7,7,0,148.1
751,1,2,2,91.4,6,0,110.4
752,0,3,1,67.3,5,0,91.4
753,0,2,2,77.7,5,0,84.9
754,0,4,1,111.2,2,1,83.6
755,0,4,1,83.8,5,0,156.3
756,0,1,2,114.7,7,1,115.5
757,0,1,0,75.1,3,1,72.5
758,0,2,0,132.3,5,2,98.4
749,0,0,0,64.8,6,1,108.0
759,2,3,2,105.7,6,0,123.8
760,1,3,2,54.5,4,0,109.8
761,1,0,1,73.5,3,1,73.6
762,0,0,1,65.1,7,0,101.9
763,0,5,0,120.7,6,1,81.3
764,1,3,2,117.3,7,1,157.5
765,0,1,2,62.5,8,0,154.6
766,0,4,2,109.5,7,1,134.5
767,1,0,0,99.4,6,3,99.4
768,1,0,1,71.3,7,0,94.2
769,0,2,1,74.0,7,1,114.8
770,1,0,0,36.3,5,1,76.9
771,0,1,0,131.5,6,1,118.6
772,0,2,1,102.8,7,1,108.5
773,2,0,1,70.7,8,1,92.4
774,0,2,2,90.5,4,0,88.5
775,0,0,0,82.9,6,1,97.2
776,0,3,1,76.5,4,0,99.1
777,1,4,1,109.5,4,1,72.5
778,0,2,2,89.5,5,3,73.4
779,1,1,3,84.4,7,0,102.6
781,2,1,0,51.6,3,3,40.0
787,1,0,1,57.4,6,0,89.3
786,1,0,1,59.0,3,1,81.7
785,3,1,2,108.0,6,0,101.9
780,1,0,2,101.5,8,1,75.5
783,0,2,1,95.0,7,0,98.1
782,1,1,3,95.1,7,0,112.7
784,1,1,5,54.7,7,0,62.7
788,1,2,1,94.0,6,0,143.4
789,0,2,0,77.1,4,2,78.4
790,0,4,1,88.2,6,0,132.5
791,1,4,0,109.6,5,1,115.3
792,0,0,1,66.5,6,1,98.2
793,1,2,4,69.9,8,0,153.2
794,0,2,0,122.2,4,1,66.1
797,2,2,1,93.2,6,2,88.1
798,0,0,0,125.4,2,1,83.0
799,1,3,1,77.8,10,0,113.9
800,1,1,2,77.4,6,1,87.0
801,2,0,1,122.5,6,0,94.9
802,1,0,0,51.7,5,0,59.3
803,0,5,0,104.3,3,3,52.6
795,0,3,0,100.7,4,0,92.3
796,0,1,0,115.4,7,0,125.6
804,0,2,1,58.8,5,1,91.7
806,1,0,1,70.8,9,2,107.5
805,0,1,1,82.9,1,0,90.1
807,0,1,1,110.0,9,1,109.2
808,2,2,0,115.3,7,2,100.4
809,0,5,0,106.1,3,1,44.2
810,0,2,1,92.8,5,0,137.7
811,2,0,1,39.8,7,2,131.5
812,2,4,1,108.2,6,1,69.8
813,1,0,2,104.4,7,1,66.6
814,0,3,1,101.3,4,4,119.6
815,0,6,1,95.9,4,2,34.4
816,0,3,1,138.1,4,0,114.9
817,0,1,0,81.8,2,1,75.2
818,1,3,5,114.9,5,2,98.3
819,2,0,2,96.5,5,1,91.8
820,0,1,0,127.4,4,1,56.1
821,0,1,1,71.1,8,1,123.7
822,0,1,1,113.8,6,0,115.7
823,0,0,1,77.6,7,1,156.0
824,1,1,0,119.6,6,2,88.1
825,0,1,1,75.8,5,1,102.7
826,1,1,2,70.1,7,1,117.6
827,0,2,1,80.8,6,1,94.3
828,1,1,0,87.8,4,4,72.7
829,1,4,1,97.9,6,1,125.0
830,0,3,2,158.3,3,0,96.9
831,0,2,2,76.3,6,2,107.5
832,0,1,0,125.6,5,2,136.6
833,1,4,0,102.9,6,1,111.7
834,0,0,0,83.9,5,0,82.5
835,0,2,0,91.7,4,3,107.7
836,0,3,0,85.8,3,2,72.5
837,0,0,1,92.2,7,0,151.9
838,0,0,2,87.8,7,1,133.3
839,0,0,0,76.0,3,3,45.3
840,0,5,0,121.6,3,2,82.3
841,0,1,1,91.7,5,1,78.6
842,1,1,3,83.0,5,1,93.9
843,0,1,2,31.8,4,2,78.3
844,0,1,0,129.0,5,3,95.9
846,0,0,1,125.9,4,2,90.4
845,0,3,0,105.9,3,3,89.2
847,0,2,2,115.7,8,2,137.0
848,1,2,1,89.2,6,1,102.9
849,2,1,0,119.9,3,1,96.2
850,1,1,1,103.0,9,0,156.4
858,2,4,4,102.2,5,0,129.3
857,1,1,1,111.5,5,0,123.5
856,0,2,2,58.5,6,0,125.4
855,0,6,1,118.6,2,3,35.8
852,1,2,5,74.9,6,0,148.6
853,0,0,0,100.5,2,0,82.0
851,0,6,1,144.6,3,2,66.9
854,0,2,3,72.5,7,0,126.9
859,0,5,1,105.1,3,3,83.5
860,1,2,1,123.2,8,0,113.0
861,1,2,4,66.6,6,2,112.1
862,0,4,1,102.8,5,2,102.5
863,0,0,0,110.7,6,0,73.7
864,0,2,0,128.8,6,2,110.3
870,0,1,0,111.4,5,0,87.7
871,0,1,0,74.4,7,0,134.2
869,0,2,2,65.4,5,0,72.5
866,1,4,0,72.9,4,1,47.9
867,0,4,1,86.7,5,1,70.1
865,0,2,0,86.5,6,0,94.1
868,0,6,2,78.0,7,0,155.8
872,0,3,2,80.0,6,0,91.3
873,0,1,0,100.5,4,0,67.9
874,0,0,2,31.9,9,1,150.1
875,1,2,1,76.5,6,0,61.9
876,2,4,1,117.6,10,1,117.1
877,1,0,0,107.1,4,2,67.4
878,0,1,0,68.7,6,1,121.6
879,3,1,6,102.9,6,0,111.9
886,0,3,0,46.8,5,0,89.8
885,0,3,2,128.3,5,1,110.6
884,0,2,1,143.9,4,4,79.5
882,0,2,0,91.8,6,1,108.6
881,1,2,2,74.9,7,0,58.4
880,0,0,0,62.1,6,0,117.4
883,0,2,1,115.4,4,1,73.9
887,0,3,1,73.4,8,1,131.6
888,2,0,1,92.9,5,0,99.9
889,1,0,0,119.4,5,2,109.1
890,1,0,1,94.0,5,1,129.5
891,1,1,1,147.7,6,1,130.9
892,0,0,1,71.6,4,0,115.6
899,1,1,2,75.4,8,0,102.1
901,1,0,0,68.6,5,0,78.7
900,0,3,0,61.2,4,2,79.8
898,1,0,3,66.8,3,0,90.6
895,0,0,1,63.7,5,0,114.4
896,1,3,5,84.0,6,2,80.7
897,1,1,1,71.7,4,0,103.6
894,1,0,2,76.9,4,1,84.0
893,1,1,0,95.5,3,0,82.7
902,1,3,1,120.0,7,0,123.2
903,0,1,0,53.2,6,0,90.4
904,2,2,2,95.3,8,0,140.9
905,0,2,2,70.4,5,1,102.5
906,0,3,0,115.4,6,1,87.4
907,0,1,0,67.1,6,1,98.9
908,1,1,5,81.5,7,1,75.3
916,0,1,3,73.6,6,0,124.3
915,1,1,3,97.5,6,0,103.1
914,0,0,0,103.6,4,2,99.3
913,1,0,3,92.9,5,3,91.5
911,1,2,1,90.9,3,0,71.5
910,0,2,0,97.3,3,1,53.2
909,1,5,1,80.4,6,0,43.3
912,0,2,0,112.4,5,0,155.2
917,0,3,7,76.1,5,1,102.1
918,0,3,1,96.2,6,1,99.8
919,0,2,1,105.8,5,2,122.4
920,1,2,1,120.3,5,1,104.9
921,1,1,0,74.7,2,1,69.2
922,0,2,3,21.3,4,0,33.3
923,1,0,2,89.0,5,1,37.9
924,0,5,1,89.0,5,0,110.3
925,0,3,0,134.2,5,3,100.0
926,1,1,2,83.8,5,2,60.9
927,0,4,1,54.9,5,1,91.0
928,0,4,1,72.3,1,3,54.1
929,0,1,2,59.0,8,0,112.2
930,0,1,0,93.9,4,0,35.7
931,0,0,5,64.7,5,0,81.1
932,2,4,0,85.7,7,2,51.3
933,0,3,1,68.9,5,1,120.4
934,0,2,0,106.7,3,2,89.3
935,1,1,2,69.6,8,0,98.3
936,0,2,1,117.3,7,0,110.6
937,0,1,1,89.9,4,0,79.9
938,0,2,1,89.4,5,1,74.5
939,1,1,1,69.1,2,2,71.7
940,0,1,0,55.2,4,0,107.3
941,1,2,2,101.3,3,0,51.7
942,2,4,0,126.9,3,2,62.9
943,1,4,1,114.5,6,4,118.0
944,1,6,2,103.8,8,2,128.4
945,1,3,1,52.6,5,2,46.4
946,1,3,0,86.3,2,0,82.8
947,0,2,1,137.9,4,3,62.3
948,2,2,2,97.2,6,0,106.8
949,0,1,0,101.7,5,0,94.0
950,0,3,1,123.4,6,1,127.9
951,2,3,1,113.5,3,1,65.8
952,1,0,0,118.1,3,2,85.7
953,2,0,2,108.8,6,0,90.2
954,2,1,1,103.4,7,0,127.2
955,0,2,2,72.1,6,0,89.7
